,amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,is_fraud
4600,39.86,13,0,0,45,3,18,0.0,0.0,1.0,0.0,0.0,0
4601,275.34,20,0,0,84,3,39,1.0,0.0,0.0,0.0,0.0,0
4602,431.94,7,0,0,58,0,63,1.0,0.0,0.0,0.0,0.0,0
4603,83.23,2,0,0,28,0,21,0.0,0.0,1.0,0.0,0.0,0
4604,250.46,21,1,0,86,1,69,0.0,0.0,0.0,0.0,1.0,0
4605,409.14,21,0,0,26,0,52,0.0,1.0,0.0,0.0,0.0,0
4606,336.89,18,0,0,74,1,67,1.0,0.0,0.0,0.0,0.0,0
4607,36.34,11,0,0,50,3,69,0.0,0.0,0.0,1.0,0.0,0
4608,563.44,11,0,0,61,4,56,0.0,0.0,1.0,0.0,0.0,0
4609,85.08,14,0,0,79,4,50,0.0,0.0,0.0,0.0,1.0,0
4610,74.59,6,0,0,42,3,33,1.0,0.0,0.0,0.0,0.0,0
4611,11.6,3,0,0,48,1,62,0.0,0.0,0.0,0.0,1.0,0
4612,119.86,20,0,0,54,7,52,0.0,0.0,1.0,0.0,0.0,0
4613,20.78,8,0,0,41,1,29,0.0,0.0,0.0,1.0,0.0,0
4614,51.43,21,0,1,66,1,53,1.0,0.0,0.0,0.0,0.0,0
4615,68.61,15,0,0,36,2,68,1.0,0.0,0.0,0.0,0.0,0
4616,297.82,12,0,0,51,0,63,0.0,0.0,0.0,0.0,1.0,0
4617,375.0,3,0,0,79,2,24,0.0,0.0,1.0,0.0,0.0,0
4618,64.84,23,0,0,28,1,21,0.0,1.0,0.0,0.0,0.0,0
4619,352.23,8,0,0,59,0,29,1.0,0.0,0.0,0.0,0.0,0
4620,350.37,20,0,0,89,1,24,0.0,0.0,0.0,1.0,0.0,0
4621,260.4,17,0,0,53,2,63,1.0,0.0,0.0,0.0,0.0,0
4622,28.55,14,0,0,96,2,32,1.0,0.0,0.0,0.0,0.0,0
4623,211.0,14,0,0,96,1,23,0.0,1.0,0.0,0.0,0.0,0
4624,522.15,5,0,0,60,1,34,0.0,1.0,0.0,0.0,0.0,0
4625,206.53,10,0,0,58,3,34,0.0,0.0,1.0,0.0,0.0,0
4626,72.52,7,0,0,60,1,61,1.0,0.0,0.0,0.0,0.0,0
4627,124.98,20,0,1,79,0,21,1.0,0.0,0.0,0.0,0.0,0
4628,186.78,16,0,0,28,1,24,0.0,0.0,0.0,0.0,1.0,0
4629,128.61,23,0,0,35,1,53,0.0,0.0,0.0,0.0,1.0,0
4630,23.0,16,0,0,83,4,24,0.0,0.0,0.0,1.0,0.0,0
4631,67.33,23,0,0,27,2,55,0.0,0.0,0.0,1.0,0.0,0
4632,291.87,17,0,0,98,1,53,0.0,0.0,0.0,0.0,1.0,0
4633,355.73,3,0,0,36,2,59,0.0,0.0,0.0,1.0,0.0,0
4634,26.58,14,0,0,97,0,50,1.0,0.0,0.0,0.0,0.0,0
4635,548.04,1,0,0,45,2,40,0.0,1.0,0.0,0.0,0.0,0
4636,71.77,1,1,0,46,0,45,1.0,0.0,0.0,0.0,0.0,0
4637,195.41,9,0,0,42,0,45,0.0,0.0,0.0,0.0,1.0,0
4638,250.85,2,0,0,30,1,50,0.0,0.0,1.0,0.0,0.0,0
4639,300.78,7,0,1,89,4,39,0.0,0.0,1.0,0.0,0.0,0
4640,524.55,19,0,0,79,1,56,0.0,0.0,0.0,0.0,1.0,0
4641,67.55,6,0,1,64,1,39,1.0,0.0,0.0,0.0,0.0,0
4642,351.99,11,1,1,76,2,21,0.0,0.0,0.0,1.0,0.0,0
4643,25.42,18,0,0,68,2,41,0.0,0.0,0.0,1.0,0.0,0
4644,219.77,14,0,0,86,1,33,0.0,0.0,1.0,0.0,0.0,0
4645,243.85,13,0,0,98,3,67,0.0,0.0,0.0,0.0,1.0,0
4646,203.82,15,0,0,53,2,63,0.0,0.0,0.0,0.0,1.0,0
4647,52.34,13,0,0,43,1,30,0.0,1.0,0.0,0.0,0.0,0
4648,371.5,2,0,0,52,3,32,0.0,0.0,1.0,0.0,0.0,0
4649,33.29,17,0,0,43,4,50,0.0,0.0,0.0,0.0,1.0,0
4650,9.92,21,0,0,55,2,47,0.0,1.0,0.0,0.0,0.0,0
4651,227.51,5,0,1,78,2,40,0.0,0.0,0.0,1.0,0.0,0
4652,116.15,16,0,0,86,1,59,0.0,0.0,1.0,0.0,0.0,0
4653,340.4,22,0,0,38,1,67,0.0,0.0,1.0,0.0,0.0,0
4654,87.04,13,0,1,74,3,22,0.0,0.0,0.0,0.0,1.0,0
4655,33.17,13,0,0,83,2,56,0.0,0.0,0.0,0.0,1.0,0
4656,325.91,19,0,0,94,3,51,1.0,0.0,0.0,0.0,0.0,0
4657,143.3,12,0,0,82,1,58,0.0,0.0,0.0,1.0,0.0,0
4658,37.75,2,0,0,33,2,22,0.0,0.0,0.0,1.0,0.0,0
4659,229.38,12,1,0,81,4,67,0.0,1.0,0.0,0.0,0.0,0
4660,128.81,23,0,0,65,0,61,0.0,1.0,0.0,0.0,0.0,0
4661,166.88,1,0,0,51,0,21,1.0,0.0,0.0,0.0,0.0,0
4662,111.21,8,0,0,82,1,33,0.0,0.0,0.0,1.0,0.0,0
4663,317.59,12,0,0,92,2,28,0.0,1.0,0.0,0.0,0.0,0
4664,318.49,7,0,0,82,5,68,0.0,0.0,0.0,1.0,0.0,0
4665,222.44,15,0,0,48,2,44,0.0,0.0,0.0,1.0,0.0,0
4666,20.05,23,0,1,86,1,40,0.0,1.0,0.0,0.0,0.0,0
4667,328.58,2,0,0,91,3,50,0.0,0.0,0.0,0.0,1.0,0
4668,200.11,12,0,0,27,3,40,0.0,0.0,0.0,0.0,1.0,0
4669,214.94,3,0,0,75,2,30,0.0,1.0,0.0,0.0,0.0,0
4670,81.17,17,0,0,91,1,22,1.0,0.0,0.0,0.0,0.0,0
4671,380.57,1,0,0,81,3,49,0.0,0.0,1.0,0.0,0.0,0
4672,232.62,19,0,0,44,3,57,0.0,0.0,0.0,1.0,0.0,0
4673,21.5,21,0,0,69,0,27,0.0,0.0,1.0,0.0,0.0,0
4674,94.3,20,0,1,30,0,32,0.0,1.0,0.0,0.0,0.0,0
4675,391.48,14,0,1,57,1,32,0.0,0.0,0.0,1.0,0.0,0
4676,8.7,16,0,0,67,2,40,0.0,0.0,1.0,0.0,0.0,0
4677,585.89,9,0,0,74,3,62,0.0,0.0,0.0,0.0,1.0,0
4678,204.63,0,0,1,51,2,51,1.0,0.0,0.0,0.0,0.0,0
4679,179.64,5,0,0,54,5,21,0.0,0.0,1.0,0.0,0.0,0
4680,56.79,2,0,0,42,0,30,1.0,0.0,0.0,0.0,0.0,0
4681,51.49,18,0,0,54,2,46,0.0,0.0,0.0,0.0,1.0,0
4682,512.7,6,0,0,39,3,26,0.0,0.0,1.0,0.0,0.0,0
4683,63.76,12,0,0,86,0,22,0.0,1.0,0.0,0.0,0.0,0
4684,268.9,12,0,1,45,1,29,0.0,0.0,0.0,1.0,0.0,0
4685,89.9,16,0,0,36,3,51,0.0,0.0,0.0,0.0,1.0,0
4686,26.99,0,0,0,73,2,69,1.0,0.0,0.0,0.0,0.0,0
4687,1.94,13,0,0,25,3,25,1.0,0.0,0.0,0.0,0.0,0
4688,141.45,2,0,0,99,3,37,0.0,0.0,0.0,0.0,1.0,0
4689,669.69,13,0,0,79,2,33,0.0,1.0,0.0,0.0,0.0,0
4690,82.92,23,1,0,49,2,41,0.0,1.0,0.0,0.0,0.0,0
4691,79.54,0,0,0,71,2,37,1.0,0.0,0.0,0.0,0.0,0
4692,75.91,15,0,0,97,2,25,0.0,0.0,0.0,0.0,1.0,0
4693,132.32,9,0,0,63,0,46,0.0,0.0,0.0,0.0,1.0,0
4694,104.58,12,0,0,51,1,36,0.0,0.0,0.0,1.0,0.0,0
4695,381.52,3,0,0,74,1,69,1.0,0.0,0.0,0.0,0.0,0
4696,126.77,8,1,0,79,3,59,0.0,1.0,0.0,0.0,0.0,0
4697,127.58,13,0,0,52,3,42,0.0,0.0,1.0,0.0,0.0,0
4698,26.81,3,0,0,81,2,54,0.0,1.0,0.0,0.0,0.0,0
4699,730.68,9,0,0,40,4,20,0.0,1.0,0.0,0.0,0.0,0
4700,51.78,7,0,0,80,1,36,0.0,0.0,1.0,0.0,0.0,0
4701,13.72,22,1,1,59,1,69,1.0,0.0,0.0,0.0,0.0,0
4702,195.86,2,1,0,52,1,51,0.0,0.0,0.0,1.0,0.0,0
4703,162.86,22,0,0,70,2,24,0.0,1.0,0.0,0.0,0.0,0
4704,96.55,6,0,0,91,1,26,0.0,1.0,0.0,0.0,0.0,0
4705,98.73,9,0,0,40,3,25,1.0,0.0,0.0,0.0,0.0,0
4706,276.73,2,0,0,98,7,36,1.0,0.0,0.0,0.0,0.0,0
4707,39.2,1,0,0,73,2,54,0.0,0.0,0.0,0.0,1.0,0
4708,308.92,14,0,0,92,1,25,1.0,0.0,0.0,0.0,0.0,0
4709,188.32,8,0,0,46,0,64,1.0,0.0,0.0,0.0,0.0,0
4710,97.73,14,0,0,42,1,41,0.0,1.0,0.0,0.0,0.0,0
4711,110.26,16,0,0,46,2,19,0.0,0.0,0.0,1.0,0.0,0
4712,53.39,6,0,0,40,3,46,0.0,1.0,0.0,0.0,0.0,0
4713,251.06,19,0,0,80,1,29,1.0,0.0,0.0,0.0,0.0,0
4714,129.46,17,0,0,27,3,66,0.0,0.0,0.0,0.0,1.0,0
4715,69.65,14,0,0,77,2,65,0.0,0.0,0.0,1.0,0.0,0
4716,163.16,17,0,0,59,1,22,0.0,0.0,0.0,0.0,1.0,0
4717,982.29,23,0,0,45,5,18,0.0,0.0,1.0,0.0,0.0,0
4718,102.85,22,0,0,89,0,30,0.0,0.0,0.0,0.0,1.0,0
4719,456.19,11,1,0,81,1,56,0.0,0.0,0.0,0.0,1.0,0
4720,76.17,22,0,0,71,3,25,1.0,0.0,0.0,0.0,0.0,0
4721,10.13,20,0,0,58,3,36,1.0,0.0,0.0,0.0,0.0,0
4722,41.12,7,0,0,72,1,63,1.0,0.0,0.0,0.0,0.0,0
4723,97.65,1,0,0,63,3,45,1.0,0.0,0.0,0.0,0.0,0
4724,44.64,1,0,0,54,2,27,1.0,0.0,0.0,0.0,0.0,0
4725,0.04,4,1,0,74,2,66,0.0,0.0,0.0,0.0,1.0,0
4726,443.72,0,0,1,40,1,67,0.0,0.0,1.0,0.0,0.0,0
4727,334.28,21,0,0,27,1,51,1.0,0.0,0.0,0.0,0.0,0
4728,244.07,3,0,0,85,3,27,0.0,0.0,1.0,0.0,0.0,0
4729,33.07,5,0,0,26,2,35,0.0,0.0,1.0,0.0,0.0,0
4730,23.08,22,0,0,50,6,27,0.0,1.0,0.0,0.0,0.0,0
4731,12.6,12,0,0,42,1,38,0.0,1.0,0.0,0.0,0.0,0
4732,231.74,18,0,0,90,4,19,0.0,0.0,0.0,1.0,0.0,0
4733,475.63,10,0,0,64,0,26,0.0,1.0,0.0,0.0,0.0,0
4734,101.35,12,0,0,27,1,65,1.0,0.0,0.0,0.0,0.0,0
4735,22.83,7,0,0,41,3,55,0.0,0.0,1.0,0.0,0.0,0
4736,129.28,6,0,0,48,4,24,0.0,0.0,0.0,1.0,0.0,0
4737,77.22,12,0,0,26,1,20,0.0,1.0,0.0,0.0,0.0,0
4738,84.55,0,0,0,94,3,43,0.0,0.0,0.0,0.0,1.0,0
4739,174.8,5,0,0,64,0,24,0.0,0.0,0.0,1.0,0.0,0
4740,228.31,6,0,0,50,3,69,1.0,0.0,0.0,0.0,0.0,0
4741,21.1,15,0,1,81,2,57,0.0,0.0,1.0,0.0,0.0,0
4742,6.52,14,0,0,73,2,42,1.0,0.0,0.0,0.0,0.0,0
4743,931.07,19,0,0,81,2,54,1.0,0.0,0.0,0.0,0.0,0
4744,47.68,1,0,0,80,3,52,0.0,0.0,0.0,0.0,1.0,0
4745,9.96,22,0,0,94,1,63,0.0,0.0,0.0,0.0,1.0,0
4746,37.9,15,0,0,45,1,44,0.0,0.0,1.0,0.0,0.0,0
4747,7.15,16,0,0,40,2,55,0.0,1.0,0.0,0.0,0.0,0
4748,89.51,23,1,0,30,3,52,1.0,0.0,0.0,0.0,0.0,0
4749,291.87,14,0,0,58,2,24,0.0,1.0,0.0,0.0,0.0,0
4750,75.13,2,0,0,83,3,55,0.0,0.0,1.0,0.0,0.0,0
4751,105.72,3,0,0,91,3,37,1.0,0.0,0.0,0.0,0.0,0
4752,202.63,11,1,0,65,1,40,0.0,1.0,0.0,0.0,0.0,0
4753,128.0,4,0,0,43,2,67,1.0,0.0,0.0,0.0,0.0,0
4754,355.77,16,0,0,53,1,46,0.0,0.0,0.0,0.0,1.0,0
4755,361.83,5,0,0,56,2,39,0.0,0.0,0.0,0.0,1.0,0
4756,1.79,9,0,1,34,2,38,0.0,0.0,0.0,1.0,0.0,0
4757,270.95,21,0,0,88,1,59,0.0,0.0,1.0,0.0,0.0,0
4758,111.16,17,0,0,44,2,22,0.0,1.0,0.0,0.0,0.0,0
4759,809.18,9,0,0,52,1,57,1.0,0.0,0.0,0.0,0.0,0
4760,118.83,5,0,0,51,2,64,0.0,0.0,0.0,1.0,0.0,0
4761,780.27,23,0,1,49,3,65,0.0,0.0,1.0,0.0,0.0,0
4762,252.85,5,1,0,53,0,60,0.0,0.0,1.0,0.0,0.0,0
4763,51.45,19,0,0,39,1,27,0.0,0.0,1.0,0.0,0.0,0
4764,139.15,14,0,0,69,1,50,0.0,1.0,0.0,0.0,0.0,0
4765,872.17,3,1,0,69,1,18,0.0,0.0,0.0,0.0,1.0,0
4766,350.75,15,0,0,54,4,66,0.0,0.0,0.0,1.0,0.0,0
4767,18.44,21,0,0,62,2,53,0.0,1.0,0.0,0.0,0.0,0
4768,220.58,23,0,0,84,4,33,1.0,0.0,0.0,0.0,0.0,0
4769,76.32,7,0,0,56,0,36,0.0,1.0,0.0,0.0,0.0,0
4770,1.26,6,0,0,74,1,22,1.0,0.0,0.0,0.0,0.0,0
4771,93.0,18,0,0,95,2,40,1.0,0.0,0.0,0.0,0.0,0
4772,48.16,16,0,0,59,1,20,0.0,0.0,1.0,0.0,0.0,0
4773,307.54,20,0,0,29,2,63,0.0,1.0,0.0,0.0,0.0,0
4774,74.07,12,0,0,55,1,67,0.0,0.0,0.0,0.0,1.0,0
4775,316.35,14,0,0,77,2,35,1.0,0.0,0.0,0.0,0.0,0
4776,0.11,1,0,1,25,1,20,0.0,0.0,1.0,0.0,0.0,1
4777,66.22,9,1,0,93,3,59,0.0,0.0,0.0,0.0,1.0,0
4778,49.67,12,1,0,92,2,68,0.0,1.0,0.0,0.0,0.0,0
4779,47.88,17,0,0,89,3,20,0.0,0.0,0.0,0.0,1.0,0
4780,12.71,22,1,0,39,1,31,0.0,1.0,0.0,0.0,0.0,0
4781,37.29,10,0,1,76,0,25,1.0,0.0,0.0,0.0,0.0,0
4782,145.97,12,0,0,62,5,49,0.0,0.0,0.0,1.0,0.0,0
4783,61.99,18,0,1,48,6,47,0.0,0.0,0.0,1.0,0.0,0
4784,97.24,23,0,1,47,2,36,1.0,0.0,0.0,0.0,0.0,0
4785,85.14,23,0,0,71,1,23,0.0,0.0,0.0,0.0,1.0,0
4786,375.61,21,0,1,31,0,26,0.0,1.0,0.0,0.0,0.0,0
4787,424.27,4,0,0,55,3,65,0.0,0.0,0.0,1.0,0.0,0
4788,122.25,2,0,0,31,3,47,0.0,1.0,0.0,0.0,0.0,0
4789,72.13,18,0,0,28,2,23,1.0,0.0,0.0,0.0,0.0,0
4790,20.33,22,0,0,78,2,65,0.0,0.0,0.0,0.0,1.0,0
4791,551.92,12,0,0,76,0,48,0.0,1.0,0.0,0.0,0.0,0
4792,11.18,4,0,0,72,1,59,0.0,0.0,0.0,0.0,1.0,0
4793,63.6,11,0,0,90,2,38,0.0,0.0,0.0,1.0,0.0,0
4794,63.7,13,0,0,78,5,57,0.0,1.0,0.0,0.0,0.0,0
4795,69.53,5,0,0,78,1,32,0.0,0.0,1.0,0.0,0.0,0
4796,32.3,21,0,0,69,1,60,0.0,0.0,0.0,1.0,0.0,0
4797,275.15,8,0,0,64,2,38,0.0,0.0,0.0,0.0,1.0,0
4798,23.52,16,1,0,59,0,60,1.0,0.0,0.0,0.0,0.0,0
4799,181.37,7,0,1,48,4,31,0.0,0.0,1.0,0.0,0.0,0
4800,23.8,12,0,0,59,1,55,0.0,1.0,0.0,0.0,0.0,0
4801,13.17,4,0,0,61,2,29,0.0,0.0,0.0,1.0,0.0,0
4802,432.29,21,0,0,99,5,32,0.0,1.0,0.0,0.0,0.0,0
4803,37.96,21,0,0,58,1,54,0.0,1.0,0.0,0.0,0.0,0
4804,309.92,16,0,0,48,0,28,0.0,0.0,1.0,0.0,0.0,0
4805,141.6,2,0,0,28,2,47,0.0,0.0,1.0,0.0,0.0,0
4806,14.59,5,0,0,74,1,52,0.0,0.0,1.0,0.0,0.0,0
4807,560.0,13,0,0,48,1,52,0.0,0.0,1.0,0.0,0.0,0
4808,51.05,14,0,0,60,3,59,1.0,0.0,0.0,0.0,0.0,0
4809,353.44,13,0,1,59,2,59,0.0,0.0,0.0,0.0,1.0,0
4810,33.28,10,0,0,53,3,69,0.0,0.0,1.0,0.0,0.0,0
4811,346.28,10,0,0,60,2,54,0.0,0.0,0.0,1.0,0.0,0
4812,2.4,8,0,0,92,1,45,0.0,1.0,0.0,0.0,0.0,0
4813,129.06,5,0,0,35,1,58,0.0,0.0,1.0,0.0,0.0,0
4814,264.11,14,0,0,79,1,27,0.0,0.0,0.0,1.0,0.0,0
4815,491.44,11,0,0,73,4,28,1.0,0.0,0.0,0.0,0.0,0
4816,431.84,5,1,0,81,3,19,0.0,0.0,0.0,1.0,0.0,0
4817,308.29,0,0,0,79,0,19,0.0,0.0,0.0,1.0,0.0,0
4818,394.37,15,1,0,80,1,63,1.0,0.0,0.0,0.0,0.0,0
4819,39.99,19,0,0,98,1,34,1.0,0.0,0.0,0.0,0.0,0
4820,60.18,14,0,1,28,1,57,0.0,1.0,0.0,0.0,0.0,0
4821,61.39,1,0,0,49,3,66,0.0,0.0,1.0,0.0,0.0,0
4822,85.19,16,0,0,26,0,30,0.0,0.0,0.0,1.0,0.0,0
4823,89.96,2,0,0,43,2,55,0.0,0.0,0.0,0.0,1.0,0
4824,141.57,2,0,0,32,0,19,0.0,0.0,0.0,0.0,1.0,0
4825,31.36,4,0,0,88,4,69,0.0,1.0,0.0,0.0,0.0,0
4826,211.54,16,0,0,30,2,43,0.0,0.0,0.0,0.0,1.0,0
4827,33.01,22,1,0,38,1,44,0.0,1.0,0.0,0.0,0.0,0
4828,66.87,16,0,0,94,0,67,0.0,0.0,1.0,0.0,0.0,0
4829,125.97,19,0,0,95,4,56,0.0,1.0,0.0,0.0,0.0,0
4830,286.52,5,0,1,81,5,54,1.0,0.0,0.0,0.0,0.0,0
4831,242.11,0,0,0,54,1,50,1.0,0.0,0.0,0.0,0.0,0
4832,186.69,6,0,0,32,2,35,1.0,0.0,0.0,0.0,0.0,0
4833,30.48,14,0,1,38,4,46,1.0,0.0,0.0,0.0,0.0,0
4834,142.55,6,0,0,72,3,21,1.0,0.0,0.0,0.0,0.0,0
4835,16.47,18,0,0,52,4,65,1.0,0.0,0.0,0.0,0.0,0
4836,85.28,19,0,0,30,1,47,1.0,0.0,0.0,0.0,0.0,0
4837,96.05,21,0,1,54,0,55,1.0,0.0,0.0,0.0,0.0,0
4838,7.31,10,0,0,28,1,34,1.0,0.0,0.0,0.0,0.0,0
4839,57.63,22,1,0,91,1,65,0.0,0.0,1.0,0.0,0.0,0
4840,560.81,13,0,0,34,3,57,1.0,0.0,0.0,0.0,0.0,0
4841,552.81,12,0,0,51,4,30,0.0,1.0,0.0,0.0,0.0,0
4842,78.19,19,0,0,69,0,37,0.0,0.0,1.0,0.0,0.0,0
4843,7.93,8,1,0,99,1,53,0.0,0.0,0.0,0.0,1.0,0
4844,35.52,8,1,0,59,1,22,0.0,0.0,0.0,1.0,0.0,0
4845,89.63,15,0,0,37,4,44,0.0,0.0,1.0,0.0,0.0,0
4846,531.41,11,0,0,79,1,40,1.0,0.0,0.0,0.0,0.0,0
4847,27.4,9,0,0,67,5,28,0.0,0.0,1.0,0.0,0.0,0
4848,259.54,5,0,0,97,2,52,0.0,0.0,0.0,1.0,0.0,0
4849,20.71,17,0,0,92,2,35,0.0,0.0,0.0,1.0,0.0,0
4850,715.85,1,0,0,67,2,61,1.0,0.0,0.0,0.0,0.0,0
4851,86.52,19,0,0,64,3,20,1.0,0.0,0.0,0.0,0.0,0
4852,268.69,8,0,0,55,1,48,0.0,1.0,0.0,0.0,0.0,0
4853,75.5,18,0,0,27,1,60,0.0,0.0,0.0,1.0,0.0,0
4854,177.83,5,0,0,41,4,32,1.0,0.0,0.0,0.0,0.0,0
4855,38.38,1,0,0,63,1,52,0.0,0.0,0.0,1.0,0.0,0
4856,28.41,14,0,0,90,1,56,0.0,1.0,0.0,0.0,0.0,0
4857,500.7,16,0,0,93,2,23,0.0,0.0,0.0,0.0,1.0,0
4858,449.41,15,0,0,43,2,46,0.0,0.0,0.0,1.0,0.0,0
4859,393.21,20,0,0,46,2,44,0.0,1.0,0.0,0.0,0.0,0
4860,176.76,7,0,0,32,1,45,0.0,1.0,0.0,0.0,0.0,0
4861,297.3,9,0,0,92,3,20,0.0,1.0,0.0,0.0,0.0,0
4862,12.88,9,0,0,95,3,40,0.0,0.0,1.0,0.0,0.0,0
4863,73.38,17,0,0,42,0,43,1.0,0.0,0.0,0.0,0.0,0
4864,67.76,9,0,0,30,2,44,0.0,0.0,0.0,1.0,0.0,0
4865,181.73,8,0,0,28,1,23,0.0,0.0,1.0,0.0,0.0,0
4866,79.2,23,0,0,65,3,50,0.0,0.0,0.0,1.0,0.0,0
4867,28.94,18,0,0,75,2,31,0.0,0.0,1.0,0.0,0.0,0
4868,163.35,0,0,0,36,2,69,1.0,0.0,0.0,0.0,0.0,0
4869,303.13,3,0,0,61,1,20,0.0,1.0,0.0,0.0,0.0,0
4870,86.66,23,0,1,26,1,36,0.0,0.0,0.0,1.0,0.0,0
4871,25.54,2,0,0,27,1,57,0.0,1.0,0.0,0.0,0.0,0
4872,39.42,9,0,0,69,3,36,1.0,0.0,0.0,0.0,0.0,0
4873,48.8,11,0,0,63,1,44,0.0,0.0,0.0,1.0,0.0,0
4874,64.18,17,0,0,78,2,67,0.0,0.0,0.0,0.0,1.0,0
4875,185.3,22,0,0,42,2,54,0.0,0.0,0.0,0.0,1.0,0
4876,165.36,19,0,0,37,0,68,0.0,0.0,0.0,0.0,1.0,0
4877,214.38,5,0,0,38,2,59,1.0,0.0,0.0,0.0,0.0,0
4878,81.04,20,0,0,65,4,65,0.0,0.0,0.0,0.0,1.0,0
4879,312.71,1,0,0,64,3,68,0.0,0.0,0.0,1.0,0.0,0
4880,41.09,9,0,0,95,0,57,0.0,0.0,0.0,0.0,1.0,0
4881,113.95,1,0,0,72,2,58,0.0,0.0,0.0,1.0,0.0,0
4882,290.55,8,0,0,34,1,19,1.0,0.0,0.0,0.0,0.0,0
4883,35.76,9,0,0,78,2,62,0.0,1.0,0.0,0.0,0.0,0
4884,20.95,1,0,0,59,3,31,0.0,0.0,1.0,0.0,0.0,0
4885,387.26,7,0,0,48,0,66,0.0,0.0,0.0,0.0,1.0,0
4886,75.59,23,0,0,73,4,45,0.0,0.0,1.0,0.0,0.0,0
4887,207.29,16,0,0,66,3,27,0.0,1.0,0.0,0.0,0.0,0
4888,4.62,16,0,0,99,1,55,1.0,0.0,0.0,0.0,0.0,0
4889,210.84,3,0,0,98,6,45,1.0,0.0,0.0,0.0,0.0,0
4890,68.39,17,0,0,74,7,30,0.0,1.0,0.0,0.0,0.0,0
4891,10.32,11,0,0,45,1,45,0.0,0.0,1.0,0.0,0.0,0
4892,169.4,16,0,0,52,0,62,0.0,0.0,0.0,0.0,1.0,0
4893,49.59,8,0,0,79,1,34,0.0,0.0,0.0,1.0,0.0,0
4894,88.03,18,0,0,51,1,22,1.0,0.0,0.0,0.0,0.0,0
4895,15.12,13,0,0,92,0,64,0.0,1.0,0.0,0.0,0.0,0
4896,28.65,13,0,0,30,0,22,0.0,0.0,1.0,0.0,0.0,0
4897,63.68,16,0,0,82,3,36,0.0,0.0,0.0,0.0,1.0,0
4898,16.93,1,0,0,30,2,51,0.0,0.0,1.0,0.0,0.0,0
4899,435.09,7,0,0,84,0,58,0.0,0.0,0.0,0.0,1.0,0
4900,1.09,4,0,0,43,3,60,0.0,0.0,0.0,1.0,0.0,0
4901,119.05,6,0,0,85,1,56,0.0,0.0,0.0,1.0,0.0,0
4902,23.68,21,0,0,41,1,48,0.0,1.0,0.0,0.0,0.0,0
4903,66.19,15,0,0,73,0,42,0.0,1.0,0.0,0.0,0.0,0
4904,468.81,15,0,0,27,2,68,0.0,0.0,0.0,0.0,1.0,0
4905,31.75,16,0,0,58,1,18,0.0,0.0,0.0,0.0,1.0,0
4906,607.77,21,0,0,86,1,67,0.0,0.0,0.0,0.0,1.0,0
4907,41.47,6,0,1,84,1,39,0.0,0.0,0.0,0.0,1.0,0
4908,243.56,19,0,0,92,3,55,0.0,0.0,0.0,1.0,0.0,0
4909,142.41,7,0,0,58,3,65,0.0,1.0,0.0,0.0,0.0,0
4910,388.49,7,0,0,53,2,46,0.0,1.0,0.0,0.0,0.0,0
4911,145.34,22,0,0,84,2,19,1.0,0.0,0.0,0.0,0.0,0
4912,137.66,10,0,0,68,3,58,0.0,1.0,0.0,0.0,0.0,0
4913,39.15,14,0,0,39,1,59,0.0,1.0,0.0,0.0,0.0,0
4914,32.72,17,0,0,69,2,47,0.0,0.0,1.0,0.0,0.0,0
4915,446.9,5,0,0,99,1,34,0.0,0.0,1.0,0.0,0.0,0
4916,71.51,21,0,0,33,3,53,1.0,0.0,0.0,0.0,0.0,0
4917,83.76,11,0,0,59,1,69,0.0,0.0,0.0,0.0,1.0,0
4918,256.75,14,0,0,34,3,31,1.0,0.0,0.0,0.0,0.0,0
4919,74.47,22,0,0,62,0,34,1.0,0.0,0.0,0.0,0.0,0
4920,546.81,5,1,1,53,2,45,0.0,0.0,0.0,1.0,0.0,0
4921,241.04,17,1,0,70,2,23,0.0,1.0,0.0,0.0,0.0,0
4922,163.78,23,0,0,94,3,26,0.0,0.0,0.0,1.0,0.0,0
4923,383.0,19,0,0,97,0,28,0.0,1.0,0.0,0.0,0.0,0
4924,9.16,8,0,0,69,6,25,1.0,0.0,0.0,0.0,0.0,0
4925,53.49,7,1,0,77,0,64,0.0,1.0,0.0,0.0,0.0,0
4926,112.6,13,0,0,26,2,69,0.0,0.0,0.0,0.0,1.0,0
4927,46.34,18,0,0,28,2,40,0.0,0.0,0.0,0.0,1.0,0
4928,245.2,18,0,0,95,3,23,1.0,0.0,0.0,0.0,0.0,0
4929,452.86,7,0,0,43,0,38,0.0,0.0,1.0,0.0,0.0,0
4930,99.22,1,0,0,35,2,34,0.0,0.0,0.0,0.0,1.0,0
4931,75.38,3,0,1,56,0,56,1.0,0.0,0.0,0.0,0.0,0
4932,586.51,5,0,0,38,3,28,0.0,0.0,0.0,1.0,0.0,0
4933,105.93,2,0,0,73,2,56,0.0,0.0,1.0,0.0,0.0,0
4934,120.87,2,0,0,93,3,22,0.0,0.0,0.0,0.0,1.0,0
4935,78.0,18,0,0,49,0,48,1.0,0.0,0.0,0.0,0.0,0
4936,432.53,10,0,0,38,2,33,1.0,0.0,0.0,0.0,0.0,0
4937,151.48,9,0,0,63,1,29,0.0,0.0,0.0,1.0,0.0,0
